toyokumo_id,nest_level,prefectures_name,zone_name,region_name,city_name
710,2,福岡県,福岡,福岡県福岡,福岡市、筑紫野市、春日市、大野城市、宗像市、太宰府市、古賀市、福津市、糸島市、那珂川市、糟屋郡［宇美町、篠栗町、志免町、須恵町、新宮町、久山町、粕屋町］
711,2,福岡県,福岡,福岡県北九州,北九州市、行橋市、豊前市、中間市、遠賀郡［芦屋町、水巻町、岡垣町、遠賀町］、京都郡［苅田町、みやこ町］、築上郡［吉富町、上毛町、築上町］
712,2,福岡県,福岡,福岡県筑豊,直方市、飯塚市、田川市、宮若市、嘉麻市、鞍手郡［小竹町、鞍手町］、嘉穂郡［桂川町］、田川郡［香春町、添田町、糸田町、川崎町、大任町、赤村、福智町］
713,2,福岡県,福岡,福岡県筑後,大牟田市、久留米市、柳川市、八女市、筑後市、大川市、小郡市、うきは市、朝倉市、みやま市、朝倉郡［筑前町、東峰村］、三井郡［大刀洗町］、三潴郡［大木町］、八女郡［広川町］
720,2,佐賀県,佐賀,佐賀県北部,唐津市、伊万里市、東松浦郡［玄海町］、西松浦郡［有田町］
721,2,佐賀県,佐賀,佐賀県南部,佐賀市、鳥栖市、多久市、武雄市、鹿島市、小城市、嬉野市、神埼市、神埼郡［吉野ヶ里町］、三養基郡［基山町、上峰町、みやき町］、杵島郡［大町町、江北町、白石町］、藤津郡［太良町］
730,2,長崎県,長崎,長崎県北部,佐世保市の一部（宇久町を除く）、平戸市、松浦市、東彼杵郡［東彼杵町、川棚町、波佐見町］、北松浦郡の一部（佐々町）
731,2,長崎県,長崎,長崎県南西部,長崎市、諫早市、大村市、西海市、西彼杵郡［長与町、時津町］
732,2,長崎県,長崎,長崎県島原半島,島原市、雲仙市、南島原市
735,2,長崎県,長崎,長崎県対馬,対馬市
736,2,長崎県,長崎,長崎県壱岐,壱岐市
737,2,長崎県,長崎,長崎県五島,五島市、佐世保市の一部（宇久町に限る）、北松浦郡の一部（小値賀町）、南松浦郡［新上五島町］
740,2,熊本県,熊本,熊本県阿蘇,阿蘇市、阿蘇郡の一部（南小国町、小国町、産山村、高森町、南阿蘇村）
741,2,熊本県,熊本,熊本県熊本,熊本市、八代市、荒尾市、玉名市、山鹿市、菊池市、宇土市、宇城市、合志市、下益城郡［美里町］、玉名郡［玉東町、南関町、長洲町、和水町］、菊池郡［大津町、菊陽町］、阿蘇郡の一部（西原村）、上益城郡［御船町、嘉島町、益城町、甲佐町、山都町］、八代郡［氷川町］
742,2,熊本県,熊本,熊本県球磨,人吉市、球磨郡［錦町、多良木町、湯前町、水上村、相良村、五木村、山江村、球磨村、あさぎり町］
743,2,熊本県,熊本,熊本県天草・芦北,水俣市、上天草市、天草市、葦北郡［芦北町、津奈木町］、天草郡［苓北町］
750,2,大分県,大分,大分県北部,中津市、豊後高田市、宇佐市、国東市、東国東郡［姫島村］
751,2,大分県,大分,大分県中部,大分市、別府市、臼杵市、津久見市、杵築市、由布市、速見郡［日出町］
752,2,大分県,大分,大分県南部,佐伯市、豊後大野市
753,2,大分県,大分,大分県西部,日田市、竹田市、玖珠郡［九重町、玖珠町］
760,2,宮崎県,宮崎,宮崎県北部平野部,延岡市、日向市、西都市、児湯郡の一部（高鍋町、新富町、川南町、都農町、木城町）、東臼杵郡の一部（門川町）
761,2,宮崎県,宮崎,宮崎県北部山沿い,児湯郡の一部（西米良村）、東臼杵郡の一部（美郷町、諸塚村、椎葉村）、西臼杵郡［高千穂町、日之影町、五ヶ瀬町］
762,2,宮崎県,宮崎,宮崎県南部平野部,宮崎市、日南市、串間市、東諸県郡［国富町、綾町］
763,2,宮崎県,宮崎,宮崎県南部山沿い,都城市、小林市、えびの市、北諸県郡［三股町］、西諸県郡［高原町］
770,2,鹿児島県,鹿児島,鹿児島県薩摩,鹿児島市、枕崎市、阿久根市、出水市、指宿市、薩摩川内市の一部（鹿島町、上甑町、里町及び下甑町を除く。）、日置市、いちき串木野市、南さつま市、霧島市、南九州市、伊佐市、姶良市、薩摩郡［さつま町］、出水郡［長島町］、姶良郡［湧水町］
771,2,鹿児島県,鹿児島,鹿児島県大隅,鹿屋市、垂水市、曽於市、志布志市、曽於郡［大崎町］、肝属郡［東串良町、錦江町、南大隅町、肝付町］
774,2,鹿児島県,鹿児島,鹿児島県十島村,鹿児島郡の一部（十島村）
775,2,鹿児島県,鹿児島,鹿児島県甑島,薩摩川内市の一部（鹿島町、上甑町、里町及び下甑町に限る。）
776,2,鹿児島県,鹿児島,鹿児島県種子島,西之表市、鹿児島郡の一部（三島村）、熊毛郡の一部（中種子町、南種子町）
777,2,鹿児島県,鹿児島,鹿児島県屋久島,熊毛郡の一部（屋久島町）
778,2,鹿児島県,奄美群島,鹿児島県奄美北部,奄美市、大島郡の一部（大和村、宇検村、瀬戸内町、龍郷町、喜界町）
779,2,鹿児島県,奄美群島,鹿児島県奄美南部,大島郡の一部（徳之島町、天城町、伊仙町、和泊町、知名町、与論町）
800,2,沖縄県,沖縄本島,沖縄県本島北部,名護市、国頭郡［国頭村、大宜味村、東村、今帰仁村、本部町、恩納村、宜野座村、金武町、伊江村］、島尻郡の一部（粟国村、伊平屋村、伊是名村）
801,2,沖縄県,沖縄本島,沖縄県本島中南部,那覇市、宜野湾市、浦添市、糸満市、沖縄市、豊見城市、うるま市、南城市、中頭郡［読谷村、嘉手納町、北谷町、北中城村、中城村、西原町］、島尻郡の一部（八重瀬町、与那原町、南風原町、渡嘉敷村、座間味村、渡名喜村）
802,2,沖縄県,沖縄本島,沖縄県久米島,島尻郡の一部（久米島町）
803,2,沖縄県,大東島,沖縄県大東島,島尻郡の一部（南大東村、北大東村）
804,2,沖縄県,宮古島,沖縄県宮古島,宮古島市、宮古郡［多良間村］
805,2,沖縄県,八重山,沖縄県石垣島,石垣市
806,2,沖縄県,八重山,沖縄県与那国島,八重山郡の一部（与那国町）
807,2,沖縄県,八重山,沖縄県西表島,八重山郡の一部（竹富町）
